Date,Price,Open,High,Low,Change %
2018-07-09,103.682,103.682,103.682,103.682,0.13%
2018-07-10,104.349,104.349,104.349,104.349,0.64%
2018-07-11,102.714,102.714,102.714,102.714,-1.57%
2018-07-12,102.357,102.357,102.357,102.357,-0.35%
2018-07-13,102.555,102.555,102.555,102.555,0.19%
2018-07-16,101.743,101.743,101.743,101.743,-0.79%
2018-07-17,101.539,101.539,101.539,101.539,-0.20%
2018-07-18,102.042,102.042,102.042,102.042,0.50%
2018-07-19,101.355,101.355,101.355,101.355,-0.67%
2018-07-20,100.826,100.826,100.826,100.826,-0.52%
2018-07-23,100.262,100.262,100.262,100.262,-0.56%
2018-07-24,100.668,100.668,100.668,100.668,0.40%
2018-07-25,101.006,101.006,101.006,101.006,0.34%
2018-07-26,101.968,101.968,101.968,101.968,0.95%
2018-07-27,102.587,102.587,102.587,102.587,0.61%
2018-07-30,102.566,102.566,102.566,102.566,-0.02%
2018-07-31,102.391,102.391,102.391,102.391,-0.17%
2018-08-01,102.315,102.315,102.315,102.315,-0.07%
2018-08-02,101.745,101.745,101.745,101.745,-0.56%
2018-08-03,101.642,101.642,101.642,101.642,-0.10%
2018-08-06,100.631,100.631,100.631,100.631,-0.99%
2018-08-07,100.981,100.981,100.981,100.981,0.35%
2018-08-08,100.664,100.664,100.664,100.664,-0.31%
2018-08-09,100.332,100.332,100.332,100.332,-0.33%
2018-08-10,98.898,98.898,98.898,98.898,-1.43%
2018-08-13,97.383,97.383,97.383,97.383,-1.53%
2018-08-14,98.179,98.179,98.179,98.179,0.82%
2018-08-16,96.874,96.874,96.874,96.874,-1.33%
2018-08-17,96.91,96.91,96.91,96.91,0.04%
2018-08-20,97.688,97.688,97.688,97.688,0.80%
2018-08-21,98.717,98.717,98.717,98.717,1.05%
2018-08-22,99.216,99.216,99.216,99.216,0.51%
2018-08-23,99.082,99.082,99.082,99.082,-0.14%
2018-08-24,99.167,99.167,99.167,99.167,0.09%
2018-08-27,99.557,99.557,99.557,99.557,0.39%
2018-08-28,99.705,99.705,99.705,99.705,0.15%
2018-08-29,100.017,100.017,100.017,100.017,0.31%
2018-08-30,99.513,99.513,99.513,99.513,-0.50%
2018-08-31,98.965,98.965,98.965,98.965,-0.55%
2018-09-03,98.637,98.637,98.637,98.637,-0.33%
2018-09-04,97.786,97.786,97.786,97.786,-0.86%
2018-09-05,97.356,97.356,97.356,97.356,-0.44%
2018-09-06,96.381,96.381,96.381,96.381,-1.00%
2018-09-07,96.616,96.616,96.616,96.616,0.24%
2018-09-10,96.402,96.402,96.402,96.402,-0.22%
2018-09-11,97.177,97.177,97.177,97.177,0.80%
2018-09-12,97.395,97.395,97.395,97.395,0.22%
2018-09-13,97.772,97.772,97.772,97.772,0.39%
2018-09-14,98.14,98.14,98.14,98.14,0.38%
2018-09-17,98.343,98.343,98.343,98.343,0.21%
2018-09-18,99.022,99.022,99.022,99.022,0.69%
2018-09-19,99.564,99.564,99.564,99.564,0.55%
2018-09-20,99.707,99.707,99.707,99.707,0.14%
2018-09-21,99.958,99.958,99.958,99.958,0.25%
2018-09-24,99.817,99.817,99.817,99.817,-0.14%
2018-09-25,99.693,99.693,99.693,99.693,-0.12%
2018-09-26,98.853,98.853,98.853,98.853,-0.84%
2018-09-27,99.505,99.505,99.505,99.505,0.66%
2018-09-28,99.797,99.797,99.797,99.797,0.29%
2018-10-01,101.66,101.66,101.66,101.66,1.87%
2018-10-02,100.93,100.93,100.93,100.93,-0.72%
2018-10-03,101.81,101.81,101.81,101.81,0.87%
2018-10-04,100.705,100.705,100.705,100.705,-1.09%
2018-10-05,99.626,99.626,99.626,99.626,-1.07%
2018-10-08,99.044,99.044,99.044,99.044,-0.58%
2018-10-09,99.34,99.34,99.34,99.34,0.30%
2018-10-10,97.772,97.772,97.772,97.772,-1.58%
2018-10-11,95.016,95.016,95.016,95.016,-2.82%
2018-10-15,95.25,95.25,95.25,95.25,0.25%
2018-10-16,96.541,96.541,96.541,96.541,1.36%
2018-10-17,96.387,96.387,96.387,96.387,-0.16%
2018-10-18,95.767,95.767,95.767,95.767,-0.64%
2018-10-19,95.194,95.194,95.194,95.194,-0.60%
2018-10-22,94.748,94.748,94.748,94.748,-0.47%
2018-10-23,92.49,92.49,92.49,92.49,-2.38%
2018-10-24,90.751,90.751,90.751,90.751,-1.88%
2018-10-25,91.122,91.122,91.122,91.122,0.41%
2018-10-26,91.144,91.144,91.144,91.144,0.02%
2018-10-29,91.78,91.78,91.78,91.78,0.70%
2018-10-30,92.327,92.327,92.327,92.327,0.60%
2018-10-31,93.53,93.53,93.53,93.53,1.30%
2018-11-02,94.992,94.992,94.992,94.992,1.56%
2018-11-05,94.47,94.47,94.47,94.47,-0.55%
2018-11-06,94.822,94.822,94.822,94.822,0.37%
2018-11-07,93.87,93.87,93.87,93.87,-1.00%
2018-11-08,92.921,92.921,92.921,92.921,-1.01%
2018-11-12,90.242,90.242,90.242,90.242,-2.88%
2018-11-13,89.687,89.687,89.687,89.687,-0.62%
2018-11-14,89.728,89.728,89.728,89.728,0.05%
2018-11-15,89.041,89.041,89.041,89.041,-0.77%
2018-11-16,88.096,88.096,88.096,88.096,-1.06%
2018-11-19,86.709,86.709,86.709,86.709,-1.57%
2018-11-20,85.007,85.007,85.007,85.007,-1.96%
2018-11-21,85.695,85.695,85.695,85.695,0.81%
2018-11-22,84.909,84.909,84.909,84.909,-0.92%
2018-11-23,84.368,84.368,84.368,84.368,-0.64%
2018-11-26,86.077,86.077,86.077,86.077,2.03%
2018-11-27,87.286,87.286,87.286,87.286,1.40%
2018-11-28,87.827,87.827,87.827,87.827,0.62%
2018-11-29,88.226,88.226,88.226,88.226,0.45%
2018-11-30,87.553,87.553,87.553,87.553,-0.76%
2018-12-03,88.195,88.195,88.195,88.195,0.73%
2018-12-04,86.539,86.539,86.539,86.539,-1.88%
2018-12-05,86.029,86.029,86.029,86.029,-0.59%
2018-12-06,83.204,83.204,83.204,83.204,-3.28%
2018-12-07,83.515,83.515,83.515,83.515,0.37%
2018-12-10,81.79,81.79,81.79,81.79,-2.07%
2018-12-11,82.142,82.142,82.142,82.142,0.43%
2018-12-12,82.961,82.961,82.961,82.961,1.00%
2018-12-13,82.866,82.866,82.866,82.866,-0.11%
2018-12-14,81.53,81.53,81.53,81.53,-1.61%
2018-12-17,79.741,79.741,79.741,79.741,-2.19%
2018-12-18,78.466,78.466,78.466,78.466,-1.60%
2018-12-19,78.847,78.847,78.847,78.847,0.49%
2018-12-20,77.148,77.148,77.148,77.148,-2.15%
2018-12-21,77.667,77.667,77.667,77.667,0.67%
2018-12-24,77.032,77.032,77.032,77.032,-0.82%
2018-12-27,76.245,76.245,76.245,76.245,-1.02%
2018-12-28,77.111,77.111,77.111,77.111,1.14%
2018-12-31,77.461,77.461,77.461,77.461,0.45%
2019-01-02,77.934,77.934,77.934,77.934,0.61%
2019-01-03,78.718,78.718,78.718,78.718,1.01%
2019-01-04,80.656,80.656,80.656,80.656,2.46%
2019-01-07,82.085,82.085,82.085,82.085,1.77%
2019-01-08,82.292,82.292,82.292,82.292,0.25%
2019-01-09,82.842,82.842,82.842,82.842,0.67%
2019-01-10,82.947,82.947,82.947,82.947,0.13%
2019-01-11,82.662,82.662,82.662,82.662,-0.34%
2019-01-14,81.853,81.853,81.853,81.853,-0.98%
2019-01-15,82.308,82.308,82.308,82.308,0.55%
2019-01-16,82.856,82.856,82.856,82.856,0.67%
2019-01-17,83.024,83.024,83.024,83.024,0.20%
2019-01-18,83.894,83.894,83.894,83.894,1.05%
2019-01-21,84.07,84.07,84.07,84.07,0.21%
2019-01-22,83.188,83.188,83.188,83.188,-1.05%
2019-01-23,82.996,82.996,82.996,82.996,-0.23%
2019-01-24,83.47,83.47,83.47,83.47,0.57%
2019-01-25,84.622,84.622,84.622,84.622,1.38%
2019-01-28,83.308,83.308,83.308,83.308,-1.55%
2019-01-29,83.171,83.171,83.171,83.171,-0.16%
2019-01-30,83.662,83.662,83.662,83.662,0.59%
2019-01-31,83.585,83.585,83.585,83.585,-0.09%
2019-02-01,83.559,83.559,83.559,83.559,-0.03%
2019-02-05,83.19,83.19,83.19,83.19,-0.44%
2019-02-06,83.241,83.241,83.241,83.241,0.06%
2019-02-07,80.847,80.847,80.847,80.847,-2.88%
2019-02-08,80.053,80.053,80.053,80.053,-0.98%
2019-02-11,80.709,80.709,80.709,80.709,0.82%
2019-02-12,81.886,81.886,81.886,81.886,1.46%
2019-02-13,82.128,82.128,82.128,82.128,0.30%
2019-02-14,82.416,82.416,82.416,82.416,0.35%
2019-02-15,82.994,82.994,82.994,82.994,0.70%
2019-02-18,83.61,83.61,83.61,83.61,0.74%
2019-02-19,83.405,83.405,83.405,83.405,-0.25%
2019-02-20,84.158,84.158,84.158,84.158,0.90%
2019-02-21,84.505,84.505,84.505,84.505,0.41%
2019-02-22,84.538,84.538,84.538,84.538,0.04%
2019-02-25,84.631,84.631,84.631,84.631,0.11%
2019-02-26,84.813,84.813,84.813,84.813,0.21%
2019-02-27,84.541,84.541,84.541,84.541,-0.32%
2019-02-28,84.547,84.547,84.547,84.547,0.01%
2019-03-01,85.208,85.208,85.208,85.208,0.78%
2019-03-04,85.849,85.849,85.849,85.849,0.75%
2019-03-05,86.062,86.062,86.062,86.062,0.25%
2019-03-06,85.181,85.181,85.181,85.181,-1.02%
2019-03-07,84.296,84.296,84.296,84.296,-1.04%
2019-03-08,82.971,82.971,82.971,82.971,-1.57%
2019-03-11,83.565,83.565,83.565,83.565,0.72%
2019-03-12,84.995,84.995,84.995,84.995,1.71%
2019-03-13,86.047,86.047,86.047,86.047,1.24%
2019-03-14,86.226,86.226,86.226,86.226,0.21%
2019-03-15,87.034,87.034,87.034,87.034,0.94%
2019-03-18,87.748,87.748,87.748,87.748,0.82%
2019-03-19,87.814,87.814,87.814,87.814,0.08%
2019-03-20,87.498,87.498,87.498,87.498,-0.36%
2019-03-21,87.325,87.325,87.325,87.325,-0.20%
2019-03-22,85.864,85.864,85.864,85.864,-1.67%
2019-03-25,85.202,85.202,85.202,85.202,-0.77%
2019-03-26,85.568,85.568,85.568,85.568,0.43%
2019-03-27,86.056,86.056,86.056,86.056,0.57%
2019-03-28,85.067,85.067,85.067,85.067,-1.15%
2019-03-29,85.563,85.563,85.563,85.563,0.58%
2019-04-01,86.69,86.69,86.69,86.69,1.32%
2019-04-02,86.906,86.906,86.906,86.906,0.25%
2019-04-03,87.328,87.328,87.328,87.328,0.49%
2019-04-04,87.271,87.271,87.271,87.271,-0.07%
2019-04-05,87.645,87.645,87.645,87.645,0.43%
2019-04-08,87.783,87.783,87.783,87.783,0.16%
2019-04-09,86.988,86.988,86.988,86.988,-0.91%
2019-04-10,87.268,87.268,87.268,87.268,0.32%
2019-04-11,88.112,88.112,88.112,88.112,0.97%
2019-04-12,88.484,88.484,88.484,88.484,0.42%
2019-04-15,89.037,89.037,89.037,89.037,0.62%
2019-04-16,88.981,88.981,88.981,88.981,-0.06%
2019-04-17,89.649,89.649,89.649,89.649,0.75%
2019-04-18,89.054,89.054,89.054,89.054,-0.66%
2019-04-22,89.483,89.483,89.483,89.483,0.48%
2019-04-23,89.733,89.733,89.733,89.733,0.28%
2019-04-24,89.063,89.063,89.063,89.063,-0.75%
2019-04-25,89.1,89.1,89.1,89.1,0.04%
2019-04-26,88.52,88.52,88.52,88.52,-0.65%
2019-04-29,88.906,88.906,88.906,88.906,0.44%
2019-04-30,88.762,88.762,88.762,88.762,-0.16%
2019-05-03,89.381,89.381,89.381,89.381,0.70%
2019-05-06,88.226,88.226,88.226,88.226,-1.29%
2019-05-07,86.406,86.406,86.406,86.406,-2.06%
2019-05-08,86.358,86.358,86.358,86.358,-0.06%
2019-05-09,84.975,84.975,84.975,84.975,-1.60%
2019-05-10,85.373,85.373,85.373,85.373,0.47%
2019-05-13,83.456,83.456,83.456,83.456,-2.25%
2019-05-14,84.241,84.241,84.241,84.241,0.94%
2019-05-15,84.38,84.38,84.38,84.38,0.16%
2019-05-16,84.995,84.995,84.995,84.995,0.73%
2019-05-17,84.261,84.261,84.261,84.261,-0.86%
2019-05-20,83.647,83.647,83.647,83.647,-0.73%
2019-05-21,83.98,83.98,83.98,83.98,0.40%
2019-05-22,82.919,82.919,82.919,82.919,-1.26%
2019-05-23,80.407,80.407,80.407,80.407,-3.03%
2019-05-24,80.955,80.955,80.955,80.955,0.68%
2019-05-27,81.304,81.304,81.304,81.304,0.43%
2019-05-28,81.139,81.139,81.139,81.139,-0.20%
2019-05-29,80.252,80.252,80.252,80.252,-1.09%
2019-05-30,80.1,80.1,80.1,80.1,-0.19%
2019-05-31,79.092,79.092,79.092,79.092,-1.26%
2019-06-03,79.141,79.141,79.141,79.141,0.06%
2019-06-04,79.175,79.175,79.175,79.175,0.04%
2019-06-05,79.274,79.274,79.274,79.274,0.13%
2019-06-06,78.562,78.562,78.562,78.562,-0.90%
2019-06-07,79.138,79.138,79.138,79.138,0.73%
2019-06-10,79.374,79.374,79.374,79.374,0.30%
2019-06-11,79.996,79.996,79.996,79.996,0.78%
2019-06-12,78.538,78.538,78.538,78.538,-1.82%
2019-06-13,79.114,79.114,79.114,79.114,0.73%
2019-06-14,78.221,78.221,78.221,78.221,-1.13%
2019-06-17,78.188,78.188,78.188,78.188,-0.04%
2019-06-18,79.183,79.183,79.183,79.183,1.27%
2019-06-19,79.664,79.664,79.664,79.664,0.61%
2019-06-20,80.056,80.056,80.056,80.056,0.49%
2019-06-21,79.728,79.728,79.728,79.728,-0.41%
2019-06-24,78.772,78.772,78.772,78.772,-1.20%
2019-06-25,78.622,78.622,78.622,78.622,-0.19%
2019-06-26,79.005,79.005,79.005,79.005,0.49%
2019-06-27,79.615,79.615,79.615,79.615,0.77%
2019-06-28,80.205,80.205,80.205,80.205,0.74%
2019-07-01,80.898,80.898,80.898,80.898,0.86%
2019-07-02,80.043,80.043,80.043,80.043,-1.06%
2019-07-03,80.049,80.049,80.049,80.049,0.01%
2019-07-04,80.505,80.505,80.505,80.505,0.57%
2019-07-05,81.005,81.005,81.005,81.005,0.62%
2019-07-08,80.716,80.716,80.716,80.716,-0.36%
2019-07-09,80.104,80.104,80.104,80.104,-0.76%
2019-07-10,80.262,80.262,80.262,80.262,0.20%
2019-07-11,80.648,80.648,80.648,80.648,0.48%
2019-07-12,81.286,81.286,81.286,81.286,0.79%
2019-07-15,80.634,80.634,80.634,80.634,-0.80%
2019-07-16,80.679,80.679,80.679,80.679,0.06%
2019-07-17,79.563,79.563,79.563,79.563,-1.38%
2019-07-18,78.692,78.692,78.692,78.692,-1.10%
2019-07-19,78.535,78.535,78.535,78.535,-0.20%
2019-07-22,78.392,78.392,78.392,78.392,-0.18%
2019-07-23,79.158,79.158,79.158,79.158,0.98%
2019-07-24,79.445,79.445,79.445,79.445,0.36%
2019-07-25,78.867,78.867,78.867,78.867,-0.73%
2019-07-26,78.558,78.558,78.558,78.558,-0.39%
2019-07-29,77.831,77.831,77.831,77.831,-0.93%
2019-07-30,77.628,77.628,77.628,77.628,-0.26%
2019-07-31,77.57,77.57,77.57,77.57,-0.08%
2019-08-01,76.545,76.545,76.545,76.545,-1.32%
2019-08-02,74.809,74.809,74.809,74.809,-2.27%
2019-08-05,72.779,72.779,72.779,72.779,-2.71%
2019-08-06,72.687,72.687,72.687,72.687,-0.13%
2019-08-07,72.097,72.097,72.097,72.097,-0.81%
2019-08-08,73.15,73.15,73.15,73.15,1.46%
2019-08-09,72.058,72.058,72.058,72.058,-1.49%
2019-08-12,71.152,71.152,71.152,71.152,-1.26%
2019-08-13,71.659,71.659,71.659,71.659,0.71%
2019-08-14,70.067,70.067,70.067,70.067,-2.22%
2019-08-15,69.111,69.111,69.111,69.111,-1.36%
2019-08-16,70.231,70.231,70.231,70.231,1.62%
2019-08-19,71.933,71.933,71.933,71.933,2.42%
2019-08-20,71.909,71.909,71.909,71.909,-0.03%
2019-08-21,72.747,72.747,72.747,72.747,1.16%
2019-08-22,72.852,72.852,72.852,72.852,0.15%
2019-08-23,71.999,71.999,71.999,71.999,-1.17%
2019-08-26,71.837,71.837,71.837,71.837,-0.23%
2019-08-27,71.968,71.968,71.968,71.968,0.18%
2019-08-28,72.041,72.041,72.041,72.041,0.10%
2019-08-29,72.155,72.155,72.155,72.155,0.16%
2019-08-30,72.571,72.571,72.571,72.571,0.58%
2019-09-02,72.607,72.607,72.607,72.607,0.05%
2019-09-03,72.293,72.293,72.293,72.293,-0.43%
2019-09-04,73.299,73.299,73.299,73.299,1.39%
2019-09-05,75.063,75.063,75.063,75.063,2.41%
2019-09-06,75.092,75.092,75.092,75.092,0.04%
2019-09-09,76.429,76.429,76.429,76.429,1.78%
2019-09-10,77.945,77.945,77.945,77.945,1.98%
2019-09-11,78.592,78.592,78.592,78.592,0.83%
2019-09-13,79.539,79.539,79.539,79.539,1.21%
2019-09-16,79.996,79.996,79.996,79.996,0.57%
2019-09-17,79.035,79.035,79.035,79.035,-1.20%
2019-09-18,78.774,78.774,78.774,78.774,-0.33%
2019-09-19,78.939,78.939,78.939,78.939,0.21%
2019-09-20,78.79,78.79,78.79,78.79,-0.19%
2019-09-23,78.424,78.424,78.424,78.424,-0.46%
2019-09-24,77.646,77.646,77.646,77.646,-0.99%
2019-09-25,77.448,77.448,77.448,77.448,-0.26%
2019-09-26,76.886,76.886,76.886,76.886,-0.73%
2019-09-27,76.262,76.262,76.262,76.262,-0.81%
2019-09-30,75.653,75.653,75.653,75.653,-0.80%
2019-10-01,75.111,75.111,75.111,75.111,-0.72%
2019-10-02,73.219,73.219,73.219,73.219,-2.52%
2019-10-03,72.996,72.996,72.996,72.996,-0.31%
2019-10-04,73.718,73.718,73.718,73.718,0.99%
2019-10-07,74.839,74.839,74.839,74.839,1.52%
2019-10-08,74.461,74.461,74.461,74.461,-0.51%
2019-10-09,74.691,74.691,74.691,74.691,0.31%
2019-10-10,76.127,76.127,76.127,76.127,1.92%
2019-10-11,78.42,78.42,78.42,78.42,3.01%
2019-10-14,78.874,78.874,78.874,78.874,0.58%
2019-10-15,79.022,79.022,79.022,79.022,0.19%
2019-10-16,79.597,79.597,79.597,79.597,0.73%
2019-10-17,79.475,79.475,79.475,79.475,-0.15%
2019-10-18,78.894,78.894,78.894,78.894,-0.73%
2019-10-21,79.138,79.138,79.138,79.138,0.31%
2019-10-22,80.188,80.188,80.188,80.188,1.33%
2019-10-23,81.416,81.416,81.416,81.416,1.53%
2019-10-24,81.045,81.045,81.045,81.045,-0.46%
2019-10-25,81.155,81.155,81.155,81.155,0.14%
2019-10-28,81.397,81.397,81.397,81.397,0.30%
2019-10-29,81.024,81.024,81.024,81.024,-0.46%
2019-10-30,80.106,80.106,80.106,80.106,-1.13%
2019-10-31,79.179,79.083,79.179,79.083,-1.16%
2019-11-01,80.197,80.197,80.197,80.197,1.29%
2019-11-04,81.537,81.537,81.537,81.537,1.67%
2019-11-05,81.521,81.521,81.521,81.521,-0.02%
2019-11-06,80.626,80.626,80.626,80.626,-1.10%
2019-11-07,80.972,80.972,80.972,80.972,0.43%
2019-11-08,80.999,80.999,80.999,80.999,0.03%
2019-11-11,81.039,81.039,81.039,81.039,0.05%
2019-11-12,81.245,81.245,81.245,81.245,0.25%
2019-11-13,80.496,80.496,80.496,80.496,-0.92%
2019-11-14,81.649,81.649,81.649,81.649,1.43%
2019-11-15,82.531,82.531,82.531,82.531,1.08%
2019-11-18,82.078,82.078,82.078,82.078,-0.55%
2019-11-19,82.057,82.057,82.057,82.057,-0.03%
2019-11-20,81.286,81.286,81.286,81.286,-0.94%
2019-11-21,81.794,81.794,81.794,81.794,0.63%
2019-11-22,82.101,82.101,82.101,82.101,0.38%
2019-11-25,82.979,82.979,82.979,82.979,1.07%
2019-11-26,82.529,82.529,82.529,82.529,-0.54%
2019-11-27,82.803,82.803,82.803,82.803,0.33%
2019-11-28,82.957,82.957,82.957,82.957,0.19%
2019-11-29,82.72,82.72,82.72,82.72,-0.28%
2019-12-02,82.367,82.367,82.367,82.367,-0.43%
2019-12-03,81.014,81.014,81.014,81.014,-1.64%
2019-12-04,81.857,81.857,81.857,81.857,1.04%
2019-12-05,82.14,82.14,82.14,82.14,0.35%
2019-12-10,82.898,82.898,82.898,82.898,0.92%
2019-12-11,83.258,83.258,83.258,83.258,0.43%
2019-12-12,83.948,83.948,83.948,83.948,0.83%
2019-12-13,84.752,84.752,84.752,84.752,0.96%
2019-12-16,85.108,85.108,85.108,85.108,0.42%
2019-12-17,84.661,84.661,84.661,84.661,-0.53%
2019-12-18,85.442,85.442,85.442,85.442,0.92%
2019-12-19,86.007,86.007,86.007,86.007,0.66%
2019-12-20,85.569,85.569,85.569,85.569,-0.51%
2019-12-23,86.528,86.528,86.528,86.528,1.12%
2019-12-24,86.563,86.563,86.563,86.563,0.04%
2019-12-26,86.784,86.784,86.784,86.784,0.25%
2019-12-27,86.474,86.474,86.474,86.474,-0.36%
2019-12-30,86.273,86.273,86.273,86.273,-0.23%
2019-12-31,86.976,86.976,86.976,86.976,0.81%
2020-01-02,87.56,87.56,87.56,87.56,0.67%
2020-01-03,87.248,87.248,87.248,87.248,-0.36%
2020-01-06,86.843,86.843,86.843,86.843,-0.46%
2020-01-07,87.25,87.25,87.25,87.25,0.47%
2020-01-08,86.413,86.413,86.413,86.413,-0.96%
2020-01-09,86.659,86.659,86.659,86.659,0.28%
2020-01-10,86.02,86.02,86.02,86.02,-0.74%
2020-01-13,86.161,86.161,86.161,86.161,0.16%
2020-01-14,86.292,86.292,86.292,86.292,0.15%
2020-01-15,85.751,85.751,85.751,85.751,-0.63%
2020-01-16,85.572,85.572,85.572,85.572,-0.21%
2020-01-17,85.396,85.396,85.396,85.396,-0.21%
2020-01-20,85.214,85.214,85.214,85.214,-0.21%
2020-01-21,84.459,84.459,84.459,84.459,-0.89%
2020-01-22,83.577,83.577,83.577,83.577,-1.04%
2020-01-23,82.462,82.462,82.462,82.462,-1.33%
2020-01-24,81.688,81.688,81.688,81.688,-0.94%
2020-01-27,79.681,79.681,79.681,79.681,-2.46%
2020-01-28,79.739,79.739,79.739,79.739,0.07%
2020-01-29,79.871,79.871,79.871,79.871,0.17%
2020-01-30,78.595,78.595,78.595,78.595,-1.60%
2020-01-31,76.875,76.875,76.875,76.875,-2.19%
2020-02-04,78.337,78.337,78.337,78.337,1.90%
2020-02-05,78.84,78.84,78.84,78.84,0.64%
2020-02-06,78.336,78.336,78.336,78.336,-0.64%
2020-02-07,76.727,76.727,76.727,76.727,-2.05%
2020-02-10,76.23,76.23,76.23,76.23,-0.65%
2020-02-11,77.659,77.659,77.659,77.659,1.87%
2020-02-12,79.085,79.085,79.085,79.085,1.84%
2020-02-13,79.096,79.096,79.096,79.096,0.01%
2020-02-14,78.797,78.797,78.797,78.797,-0.38%
2020-02-17,78.344,78.344,78.344,78.344,-0.57%
2020-02-18,77.548,77.548,77.548,77.548,-1.02%
2020-02-19,77.842,77.842,77.842,77.842,0.38%
2020-02-20,78.015,78.015,78.015,78.015,0.22%
2020-02-21,76.497,76.497,76.497,76.497,-1.95%
2020-02-24,72.38,72.38,72.38,72.38,-5.38%
2020-02-25,71.746,71.746,71.746,71.746,-0.88%
2020-02-26,71.456,71.456,71.456,71.456,-0.40%
2020-02-27,69.937,69.937,69.937,69.937,-2.13%
2020-02-28,70.079,70.079,70.079,70.079,0.20%
2020-03-02,69.728,69.728,69.728,69.728,-0.50%
2020-03-03,68.382,68.382,68.382,68.382,-1.93%
2020-03-04,68.214,68.214,68.214,68.214,-0.24%
2020-03-05,65.608,65.608,65.608,65.608,-3.82%
2020-03-06,62.773,62.773,62.773,62.773,-4.32%
2020-03-09,55.632,55.632,55.632,55.632,-11.38%
2020-03-10,58.504,58.504,58.504,58.504,5.16%
2020-03-11,55.65,55.65,55.65,55.65,-4.88%
2020-03-12,49.274,49.274,49.274,49.274,-11.46%
2020-03-13,49.958,49.958,49.958,49.958,1.39%
2020-03-16,45.901,45.901,45.901,45.901,-8.12%
2020-03-17,47.087,47.087,47.087,47.087,2.59%
2020-03-18,44.41,44.41,44.41,44.41,-5.69%
2020-03-19,44.956,44.956,44.956,44.956,1.23%
2020-03-20,44.867,44.867,44.867,44.867,-0.20%
2020-03-23,43.966,43.966,43.966,43.966,-2.01%
2020-03-24,47.841,47.841,47.841,47.841,8.81%
2020-03-25,48.091,48.091,48.091,48.091,0.52%
2020-03-26,49.835,49.835,49.835,49.835,3.63%
2020-03-27,49.002,49.002,49.002,49.002,-1.67%
2020-03-30,48.488,48.488,48.488,48.488,-1.05%
2020-03-31,49.613,49.613,49.613,49.613,2.32%
2020-04-01,48.001,48.001,48.001,48.001,-3.25%
2020-04-02,47.993,47.993,47.993,47.993,-0.02%
2020-04-03,47.083,47.083,47.083,47.083,-1.90%
2020-04-06,49.496,49.496,49.496,49.496,5.12%
2020-04-07,49.38,49.38,49.38,49.38,-0.23%
2020-04-09,51.641,51.641,51.641,51.641,4.58%
2020-04-13,51.297,51.297,51.297,51.297,-0.67%
2020-04-14,52.313,52.313,52.313,52.313,1.98%
2020-04-15,50.143,50.143,50.143,50.143,-4.15%
